SKU_ID,SKU_Name,Category,ABC_Class,Supplier_ID,Supplier_Name,Warehouse_ID,Warehouse_Location,Batch_ID,Received_Date,Last_Purchase_Date,Expiry_Date,Stock_Age_Days,Quantity_On_Hand,Quantity_Reserved,Quantity_Committed,Damaged_Qty,Returns_Qty,Avg_Daily_Sales,Forecast_Next_30d,Days_of_Inventory,Reorder_Point,Safety_Stock,Lead_Time_Days,Unit_Cost_USD,Last_Purchase_Price_USD,Total_Inventory_Value_USD,SKU_Churn_Rate,Order_Frequency_per_month,Supplier_OnTime_Pct,FIFO_FEFO,Inventory_Status,Count_Variance,Audit_Date,Audit_Variance_Pct,Demand_Forecast_Accuracy_Pct,Notes
SKU0524,Pantry Product 41,Pantry,C,S001,PT Segar Makmur,WHSBY,Surabaya - Sidoarjo,BATCH7824,2025-06-12,2025-04-14,2028-11-17,89,92,68,4,1,0,17.83,479000,5.16,84.0,31,3,5.45,5.41,500.95,5.81,10.0,0.8037000000000001,FIFO,In Stock,1,2025-08-11,-0.044000000000000004,0.6758,
SKU0525,Household Product 476,Household,C,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH9591,2025-08-27,2025-08-25,2028-05-12,13,143,8,29,3,1,12.83,478000,11.15,41.0,15,2,1.73,1.65,246.83,2.69,3.0,0.8131999999999999,FEFO,In Stock,2,2025-07-02,-0.022099999999999998,0.9479000000000001,
SKU0526,Seafood Product 358,Seafood,C,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH8300,2025-08-28,2025-07-11,2025-09-06,12,186,45,21,0,2,21.6,493000,8.61,102.0,37,3,3.84,3.87,714.26,3.48,5.0,0.8878,FIFO,Expiring Soon,2,2025-08-12,0.0864,0.7876000000000001,
SKU0527,Household Product 76,Household,C,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH1807,2025-08-19,2025-07-15,2029-04-19,21,93,16,6,1,0,6.67,161000,13.94,36.0,16,3,8.18,8.31,760.81,2.15,3.0,0.8036,FEFO,In Stock,0,2025-08-07,-0.0441,0.7618,Temperature controlled
SKU0528,Bakery Product 358,Bakery,B,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH4245,2025-05-09,2025-04-08,2025-05-15,123,1,145,110,0,2,60.1,1628,16.94,99.0,39,1,1.76,1.76,1795.55,1.77,22.0,0.7955,FEFO,Expiring Soon,0,2025-06-18,-0.0932,0.6953,
SKU0529,Pantry Product 377,Pantry,A,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH5362,2025-07-09,2025-05-21,2026-12-02,62,435,58,59,1,0,26.56,984000,16.38,87.0,34,2,9.66,8.8,4200.8,1.83,6.0,0.9669,FEFO,In Stock,3,2025-07-30,-0.051100000000000007,0.8408,
SKU0530,Pantry Product 58,Pantry,C,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH4120,2025-06-08,2025-05-19,2028-05-21,93,61,19,17,0,1,7.49,173000,8.14,28.0,13,2,7.28,6.95,444.32,3.68,1.0,0.9815,FEFO,In Stock,-1,2025-06-25,-0.0134,0.6088,
SKU0531,Beverages Product 87,Beverages,C,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH3389,2025-05-19,2025-04-21,2029-11-15,113,0,0,0,2,2,71.43,1691,0.0,326.0,112,3,1.31,1.39,0.0,2142.9,16.0,0.7773,FIFO,Out of Stock,4,2025-08-11,0.054400000000000004,0.8911,
SKU0532,Bakery Product 388,Bakery,B,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH3419,2025-08-27,2025-07-03,2025-08-30,13,658,8,18,0,2,64.89,1498,10.14,398.0,138,4,2.91,2.99,1915.44,2.96,28.0,0.9137000000000001,FEFO,Expiring Soon,0,2025-09-08,0.0438,0.7664,
SKU0533,Household Product 157,Household,B,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH4424,2025-09-04,2025-07-19,2028-07-14,5,325,18,25,2,0,19.32,552000,16.82,91.0,33,3,4.11,4.48,1336.63,1.78,11.0,0.7587999999999999,FIFO,In Stock,0,2025-08-14,-0.0256,0.9729000000000001,
SKU0534,Beverages Product 281,Beverages,A,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH1301,2025-08-04,2025-07-11,2030-06-27,36,1,219,102,2,1,76.04,2023,16.4,118.0,42,1,3.52,3.55,4387.44,1.83,25.0,0.7373999999999999,FIFO,In Stock,-5,2025-08-08,0.0962,0.9764,
SKU0535,Meat Product 405,Meat,B,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH1136,2025-08-27,2025-08-23,2025-09-15,13,171,22,17,2,0,12.23,443000,13.98,133.0,47,7,9.2,10.23,1572.65,2.15,5.0,0.9015000000000001,FEFO,Expiring Soon,1,2025-06-17,0.0259,0.7128,
SKU0536,Household Product 338,Household,B,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH7332,2025-09-05,2025-08-22,2028-04-26,4,72,13,8,1,0,12.3,260000,5.85,61.0,24,3,11.82,13.09,851.05,5.12,7.0,0.9745,FEFO,In Stock,2,2025-07-06,-0.027000000000000003,0.7806000000000001,
SKU0537,Fresh Product 162,Fresh Produce,B,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH4054,2025-04-26,2025-04-14,2025-04-30,136,742,11,76,0,2,63.94,2294,11.6,296.0,104,3,2.26,2.43,1675.36,2.59,19.0,0.8271,FEFO,Expiring Soon,-4,2025-06-30,-0.0165,0.7016,
SKU0538,Fresh Product 127,Fresh Produce,C,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH7445,2025-06-16,2025-04-30,2025-06-26,85,300,14,12,0,1,32.32,831000,9.28,203.0,74,4,1.73,1.72,517.77,3.23,16.0,0.9448000000000001,FIFO,Expiring Soon,0,2025-09-07,-0.0441,0.8451000000000001,
SKU0539,Seafood Product 321,Seafood,C,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH2015,2025-05-04,2025-03-25,2025-05-11,128,98,55,41,4,2,24.86,596000,3.94,262.0,88,7,4.01,4.21,392.73,7.61,11.0,0.8176000000000001,FEFO,Low Stock,0,2025-07-22,-0.0222,0.753,
SKU0540,Household Product 16,Household,B,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH6599,2025-07-14,2025-05-18,2027-05-20,57,255,33,6,0,0,19.99,635000,12.76,126.0,46,4,5.78,5.43,1473.72,2.35,9.0,0.7637999999999999,FEFO,In Stock,3,2025-06-17,-0.0321,0.9248000000000001,Fragile
SKU0541,Pantry Product 348,Pantry,C,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH3502,2025-05-26,2025-04-29,2027-09-30,106,144,40,29,1,0,17.54,480000,8.21,136.0,48,5,1.32,1.23,190.28,3.65,6.0,0.8364,FEFO,In Stock,3,2025-06-24,0.056600000000000004,0.8452,
SKU0542,Pantry Product 106,Pantry,B,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH4314,2025-04-24,2025-02-28,2030-02-22,138,202,57,43,0,2,18.77,501000,10.76,91.0,35,3,4.73,4.88,956.17,2.79,4.0,0.7326999999999999,FIFO,In Stock,1,2025-08-01,-0.0555,0.7275,
SKU0543,Personal Product 466,Personal Care,B,S003,PT Prima Distribusi,WHMDN,Medan - Deli Serdang,BATCH3589,2025-08-03,2025-07-14,2030-04-07,37,158,29,24,1,0,15.25,572000,10.36,117.0,41,5,8.79,8.54,1388.76,2.9,7.0,0.8222,FIFO,In Stock,4,2025-06-30,0.056299999999999996,0.8583,
SKU0544,Beverages Product 95,Beverages,C,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH7783,2025-09-02,2025-08-07,2028-06-15,7,693,315,95,1,0,78.88,2021,8.79,241.0,83,2,0.55,0.6,379.42,3.41,20.0,0.7162000000000001,FEFO,In Stock,2,2025-07-15,-0.046799999999999994,0.9506,
SKU0545,Household Product 327,Household,A,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH3155,2025-07-23,2025-07-12,2027-02-26,48,219,38,30,0,1,17.93,505000,12.21,198.0,72,7,14.21,14.08,3112.98,2.46,7.0,0.7817000000000001,FIFO,In Stock,0,2025-06-23,-0.0565,0.8658,
SKU0546,Pantry Product 314,Pantry,C,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH1427,2025-07-12,2025-06-20,2027-10-27,59,49,36,13,2,0,14.05,519000,3.49,148.0,50,7,7.12,6.63,348.97,8.6,6.0,0.8478,FIFO,Low Stock,2,2025-06-13,0.0645,0.6092,
SKU0547,Dairy Product 434,Dairy,B,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH4014,2025-03-27,2025-02-01,2025-04-14,166,346,88,61,2,1,46.44,1770,7.45,493.0,168,7,3.84,4.32,1329.92,4.03,15.0,0.7508,FEFO,Low Stock,-3,2025-07-09,0.0828,0.6293,
SKU0548,Dairy Product 116,Dairy,C,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH7767,2025-09-06,2025-08-23,2025-09-21,3,262,64,47,0,0,35.99,969000,7.28,275.0,95,5,1.17,1.33,306.72,4.12,11.0,0.9278,FIFO,Low Stock,0,2025-08-14,-0.0072,0.8482999999999999,Fragile
SKU0549,Household Product 251,Household,B,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH7633,2025-07-08,2025-05-20,2028-11-29,63,49,0,3,0,0,5.96,146000,8.22,29.0,11,3,18.6,18.51,911.21,3.65,3.0,0.7793000000000001,FIFO,In Stock,0,2025-06-24,0.0189,0.606,
SKU0550,Bakery Product 161,Bakery,C,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH9784,2025-04-16,2025-03-14,2025-04-22,146,195,25,24,2,0,12.02,414000,16.22,130.0,46,7,2.78,2.9,542.53,1.85,3.0,0.7905,FIFO,Expiring Soon,-1,2025-07-05,0.0139,0.6483,Fragile
SKU0551,Household Product 22,Household,B,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH1643,2025-04-25,2025-03-21,2028-07-13,137,128,33,27,3,0,9.54,300000,13.42,32.0,13,2,9.77,10.23,1250.16,2.24,3.0,0.9786,FEFO,In Stock,2,2025-07-05,-0.0379,0.9556,
SKU0552,Personal Product 98,Personal Care,C,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH5684,2025-05-31,2025-05-02,2028-02-13,101,30,6,2,0,0,2.79,70000,10.75,23.0,9,5,13.08,11.94,392.31,2.79,1.0,0.7376,FIFO,In Stock,6,2025-07-17,-0.098,0.975,
SKU0553,Personal Product 354,Personal Care,B,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH8400,2025-05-14,2025-05-09,2029-12-27,118,113,65,48,2,2,21.59,542000,5.23,171.0,63,5,13.78,12.72,1556.62,5.73,12.0,0.8968,FIFO,Low Stock,1,2025-08-17,0.0464,0.7608,
SKU0554,Personal Product 357,Personal Care,B,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH6299,2025-06-01,2025-05-04,2028-09-24,100,75,31,37,0,0,14.87,450000,5.04,319.0,111,14,22.43,25.46,1682.07,5.95,9.0,0.8001999999999999,FIFO,Low Stock,3,2025-08-18,-0.061200000000000004,0.8165,
SKU0555,Personal Product 459,Personal Care,B,S004,PT Nusantara Supplier,WHMDN,Medan - Deli Serdang,BATCH6309,2025-08-17,2025-07-04,2028-01-11,23,48,7,10,2,1,4.95,127000,9.7,82.0,32,10,23.42,25.41,1124.07,3.09,3.0,0.8554,FIFO,Low Stock,2,2025-08-25,0.0741,0.6371,Fragile
SKU0556,Pantry Product 44,Pantry,B,S009,PT Beverage Nusantara,WHMDN,Medan - Deli Serdang,BATCH3619,2025-05-02,2025-04-08,2029-10-06,130,231,3,20,1,1,19.16,568000,12.06,121.0,44,4,5.61,5.43,1296.44,2.49,10.0,0.7711,FEFO,In Stock,4,2025-09-04,0.0253,0.8222,
SKU0557,Personal Product 290,Personal Care,C,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH1840,2025-08-03,2025-07-08,2027-08-04,37,162,35,41,0,0,22.27,587000,7.27,37.0,15,1,4.12,3.71,667.07,4.12,6.0,0.7873,FEFO,In Stock,-2,2025-08-01,0.0436,0.8129000000000001,
SKU0558,Personal Product 148,Personal Care,C,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH1057,2025-08-07,2025-06-29,2027-09-26,33,159,53,15,0,0,22.5,640000,7.07,172.0,59,5,1.96,2.25,310.94,4.25,6.0,0.8673000000000001,FEFO,Low Stock,5,2025-09-08,0.0461,0.9255,
SKU0559,Household Product 279,Household,C,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH4553,2025-05-06,2025-03-30,2027-09-05,126,81,47,17,2,1,14.95,499000,5.42,53.0,23,2,5.24,5.49,424.14,5.54,8.0,0.7770999999999999,FEFO,In Stock,4,2025-07-13,0.0036,0.7672,
SKU0560,Fresh Product 308,Fresh Produce,C,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH4401,2025-04-22,2025-04-19,2025-04-29,140,217,52,64,0,0,32.75,1103,6.63,52.0,19,1,1.95,2.17,423.8,4.53,4.0,0.7404999999999999,FIFO,Expiring Soon,-2,2025-08-22,0.069,0.7369,Promotional item
SKU0561,Fresh Product 438,Fresh Produce,B,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH6424,2025-04-08,2025-02-09,2025-04-15,154,789,247,244,3,1,72.36,1726,10.9,327.0,110,3,1.6,1.47,1259.32,2.75,24.0,0.838,FIFO,Expiring Soon,-3,2025-09-03,-0.0358,0.927,High return rate
SKU0562,Dairy Product 146,Dairy,C,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH3906,2025-04-16,2025-03-18,2025-05-10,146,111,20,13,2,1,11.08,374000,10.02,72.0,28,4,1.68,1.82,186.49,2.99,4.0,0.7208,FEFO,Expiring Soon,-2,2025-09-05,-0.0176,0.7542,Promotional item
SKU0563,Seafood Product 460,Seafood,A,S007,PT Bakerindo,WHJKT,Jakarta - Cengkareng,BATCH5797,2025-05-23,2025-04-23,2025-05-27,109,393,79,79,0,1,26.88,867000,14.62,41.0,14,1,9.03,8.87,3549.81,2.05,9.0,0.9209999999999999,FIFO,Expiring Soon,0,2025-08-25,0.07719999999999999,0.6275999999999999,
SKU0564,Meat Product 270,Meat,B,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH1953,2025-07-18,2025-07-12,2025-07-29,53,192,0,51,0,2,19.02,470000,10.09,120.0,44,4,7.43,7.7,1427.39,2.97,9.0,0.7818999999999999,FIFO,Expiring Soon,-2,2025-07-10,-0.052300000000000006,0.8369,
SKU0565,Pantry Product 404,Pantry,B,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH5254,2025-04-07,2025-03-05,2028-01-15,155,262,56,57,0,0,19.86,485000,13.19,96.0,36,3,5.15,5.37,1348.85,2.27,8.0,0.8406,FEFO,In Stock,0,2025-08-24,-0.0575,0.6121,
SKU0566,Frozen Product 374,Frozen,B,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH4812,2025-07-25,2025-06-10,2026-06-26,46,264,144,50,0,0,36.75,1187,7.18,221.0,74,4,7.44,6.8,1965.03,4.18,14.0,0.7805,FEFO,In Stock,0,2025-08-16,-0.057800000000000004,0.8151999999999999,Seasonal SKU
SKU0567,Frozen Product 408,Frozen,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH7783,2025-04-05,2025-04-03,2026-01-16,157,97,26,8,0,0,8.58,286000,11.31,94.0,34,7,2.71,2.47,263.03,2.65,9.0,0.8019,FEFO,In Stock,-1,2025-07-27,-0.03,0.7099,
SKU0568,Pantry Product 6,Pantry,A,S004,PT Nusantara Supplier,WHSBY,Surabaya - Sidoarjo,BATCH6042,2025-07-06,2025-06-17,2026-11-21,65,180,19,14,0,3,13.31,426000,13.52,64.0,24,3,11.37,11.0,2046.26,2.22,3.0,0.8026000000000001,FEFO,In Stock,-2,2025-09-09,0.0978,0.7036,Promotional item
SKU0569,Seafood Product 371,Seafood,A,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH4178,2025-09-02,2025-08-12,2025-09-07,7,221,39,9,1,1,18.63,623000,11.86,89.0,33,3,11.92,11.19,2633.68,2.53,6.0,0.9309000000000001,FEFO,Expiring Soon,1,2025-06-15,0.0915,0.7609,
SKU0570,Frozen Product 19,Frozen,A,S003,PT Prima Distribusi,WHMDN,Medan - Deli Serdang,BATCH8546,2025-08-01,2025-06-05,2026-07-07,39,370,56,67,2,1,30.02,1106,12.33,186.0,66,4,6.87,7.48,2541.79,2.43,13.0,0.8786,FEFO,In Stock,-1,2025-07-12,0.010700000000000001,0.6149,
SKU0571,Bakery Product 381,Bakery,C,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH6169,2025-06-25,2025-05-21,2025-07-01,76,123,16,7,2,0,10.09,388000,12.19,18.0,8,1,2.2,2.48,270.19,2.46,10.0,0.8833,FIFO,Expiring Soon,3,2025-08-14,0.0278,0.7909999999999999,
SKU0572,Seafood Product 470,Seafood,B,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH1510,2025-08-02,2025-07-12,2025-08-09,38,147,51,11,0,2,26.0,703000,5.65,84.0,32,2,8.78,8.33,1290.57,5.31,13.0,0.7156,FEFO,Expiring Soon,1,2025-06-21,-0.0029,0.6313,
SKU0573,Dairy Product 311,Dairy,A,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH6050,2025-04-10,2025-02-24,2025-04-20,152,809,149,94,3,0,55.85,2160,14.49,592.0,201,7,3.54,3.46,2862.16,2.07,23.0,0.9292,FEFO,Expiring Soon,4,2025-06-11,0.012199999999999999,0.7562000000000001,Fragile
SKU0574,Fresh Product 450,Fresh Produce,C,S004,PT Nusantara Supplier,WHSBY,Surabaya - Sidoarjo,BATCH4541,2025-05-17,2025-04-14,2025-05-24,115,120,3,3,0,1,7.95,198000,15.09,37.0,13,3,1.12,1.23,134.05,1.99,5.0,0.8,FEFO,Expiring Soon,3,2025-08-18,0.0236,0.8769,Seasonal SKU
SKU0575,Beverages Product 468,Beverages,A,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH8907,2025-05-03,2025-03-07,2026-06-23,129,1,61,115,1,1,89.01,2332,16.82,1.87,624,14,3.16,3.24,4732.77,1.78,28.0,0.8975,FIFO,Low Stock,0,2025-08-16,-0.0138,0.778,
SKU0576,Frozen Product 448,Frozen,C,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH2609,2025-06-18,2025-04-27,2026-01-20,83,302,8,60,2,1,41.37,1457,7.3,193.0,69,3,1.12,1.28,338.27,4.11,11.0,0.9908,FIFO,In Stock,0,2025-08-14,-0.0137,0.8978,
SKU0577,Frozen Product 366,Frozen,A,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH1721,2025-09-08,2025-07-27,2026-05-25,1,335,81,71,0,0,47.92,1110,6.99,512.0,177,7,7.18,7.09,2404.23,4.29,23.0,0.8614,FIFO,Low Stock,-4,2025-07-29,0.0692,0.6022,
SKU0578,Fresh Product 267,Fresh Produce,B,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH4438,2025-04-15,2025-03-26,2025-04-22,147,357,18,58,0,0,42.25,1000,8.45,453.0,157,7,2.4,2.31,857.19,3.55,14.0,0.9815999999999999,FIFO,Low Stock,4,2025-08-16,-0.0347,0.9084,
SKU0579,Pantry Product 396,Pantry,B,S008,PT Hygienic Supplies,WHJKT,Jakarta - Cengkareng,BATCH3580,2025-07-02,2025-06-15,2027-05-03,69,147,64,54,1,1,28.59,833000,5.14,178.0,64,4,12.79,13.9,1879.73,5.83,12.0,0.7768999999999999,FIFO,Low Stock,2,2025-09-08,-0.0817,0.606,
SKU0580,Pantry Product 53,Pantry,C,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH6218,2025-06-12,2025-05-26,2029-07-11,89,72,49,2,0,1,16.45,425000,4.38,54.0,21,2,8.21,8.8,591.23,6.85,3.0,0.9517,FIFO,In Stock,0,2025-06-11,-0.0759,0.7491,
SKU0581,Pantry Product 88,Pantry,A,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH9856,2025-04-06,2025-03-09,2028-02-28,156,364,50,35,2,1,21.03,686000,17.31,69.0,27,2,10.81,11.98,3935.02,1.73,8.0,0.7720999999999999,FIFO,In Stock,1,2025-08-24,-0.008199999999999999,0.9747,Seasonal SKU
SKU0582,Fresh Product 28,Fresh Produce,B,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH8304,2025-06-01,2025-04-23,2025-06-06,100,483,112,82,5,1,51.08,1800,9.46,385.0,130,5,2.13,2.16,1029.9,3.17,16.0,0.9153,FEFO,Expiring Soon,0,2025-08-01,0.0582,0.8127,
SKU0583,Dairy Product 389,Dairy,A,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH3159,2025-05-13,2025-05-08,2025-06-07,119,864,152,201,2,2,58.29,1531,14.82,269.0,94,3,3.59,3.72,3099.69,2.02,23.0,0.7626999999999999,FEFO,Expiring Soon,-4,2025-08-28,0.021099999999999997,0.7254999999999999,
SKU0584,Beverages Product 364,Beverages,C,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH3354,2025-07-12,2025-05-18,2027-10-13,59,240,71,45,3,1,28.66,868000,8.37,93.0,36,2,3.12,3.2,748.75,3.58,14.0,0.8381000000000001,FEFO,In Stock,0,2025-07-25,0.068,0.8659,
SKU0585,Beverages Product 341,Beverages,C,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH1495,2025-05-16,2025-05-12,2029-02-07,116,31,6,5,4,1,9.85,217000,3.15,52.0,22,3,2.15,2.19,66.77,9.53,3.0,0.8745,FEFO,Low Stock,-3,2025-08-26,0.0973,0.92,
SKU0586,Frozen Product 88,Frozen,C,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH3087,2025-04-08,2025-03-07,2026-03-01,154,10,5,4,1,1,2.06,47000,4.85,7.0,5,1,1.09,1.14,10.89,6.18,3.0,0.7757,FIFO,In Stock,-3,2025-07-20,0.032400000000000005,0.6299,
SKU0587,Household Product 167,Household,C,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH8552,2025-06-24,2025-05-30,2029-06-19,77,180,42,18,2,1,12.51,394000,14.39,22.0,9,1,2.47,2.29,444.11,2.08,7.0,0.9655,FEFO,In Stock,3,2025-08-10,0.0983,0.8983,
SKU0588,Pantry Product 499,Pantry,B,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH4411,2025-08-24,2025-07-03,2028-07-21,16,311,31,31,1,0,27.12,648000,11.47,90.0,36,2,4.49,4.46,1396.95,2.62,12.0,0.8845000000000001,FEFO,In Stock,9,2025-07-16,-0.0803,0.6325,
SKU0589,Seafood Product 356,Seafood,B,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH8972,2025-03-24,2025-03-17,2025-03-28,169,144,16,18,0,2,8.98,286000,16.04,43.0,16,3,8.44,8.59,1215.04,1.87,4.0,0.777,FEFO,Expiring Soon,3,2025-07-30,-0.0223,0.9403,
SKU0590,Household Product 91,Household,C,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH2781,2025-08-23,2025-07-11,2029-12-30,17,135,40,52,5,0,18.28,410000,7.39,196.0,68,7,5.93,6.41,801.2,4.06,5.0,0.7513,FEFO,Low Stock,2,2025-07-30,-0.0161,0.7090000000000001,
SKU0591,Beverages Product 47,Beverages,A,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH1003,2025-04-14,2025-02-25,2029-11-06,148,362,110,68,2,0,29.86,843000,12.12,53.0,23,1,6.77,7.08,2451.83,2.47,12.0,0.9547,FIFO,In Stock,-3,2025-06-17,-0.0861,0.8732,Temperature controlled
SKU0592,Meat Product 316,Meat,B,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH6187,2025-07-21,2025-07-02,2025-08-01,50,237,41,39,1,1,29.41,979000,8.06,447.0,153,10,8.43,8.68,1997.44,3.72,15.0,0.9587,FEFO,Low Stock,-3,2025-07-16,0.0843,0.7623000000000001,
SKU0593,Personal Product 46,Personal Care,C,S010,PT DailyDairy,WHJKT,Jakarta - Cengkareng,BATCH7622,2025-04-06,2025-02-11,2029-02-14,156,42,30,12,2,1,20.13,444000,2.09,157.0,56,5,4.77,4.43,200.34,14.38,10.0,0.7965000000000001,FIFO,Low Stock,0,2025-08-03,-0.0855,0.8129000000000001,Temperature controlled
SKU0594,Personal Product 1,Personal Care,C,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH1510,2025-08-12,2025-07-28,2028-03-11,28,46,1,10,0,2,5.14,158000,8.95,85.0,34,10,15.82,14.36,727.89,3.35,1.0,0.7948999999999999,FEFO,Low Stock,-4,2025-06-12,0.0127,0.7962,
SKU0595,Pantry Product 365,Pantry,C,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH9931,2025-06-04,2025-05-22,2028-11-11,97,49,10,8,0,1,4.21,100000,11.64,49.0,20,7,0.59,0.58,28.7,2.58,3.0,0.861,FIFO,Low Stock,2,2025-07-11,0.07490000000000001,0.8358,Temperature controlled
SKU0596,Bakery Product 474,Bakery,B,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH3056,2025-08-01,2025-07-24,2025-08-05,39,402,40,149,1,0,65.66,2105,6.12,203.0,72,2,2.7,2.66,1084.07,4.9,17.0,0.8852,FIFO,Expiring Soon,4,2025-08-31,-0.0613,0.6784,
SKU0597,Dairy Product 454,Dairy,C,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH3248,2025-08-06,2025-06-26,2025-08-15,34,65,4,3,1,0,4.04,145000,16.09,32.0,12,5,0.8,0.78,52.03,1.86,3.0,0.7171,FEFO,Expiring Soon,5,2025-07-13,-0.06509999999999999,0.7828,
SKU0598,Beverages Product 477,Beverages,C,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH9346,2025-07-25,2025-06-28,2029-02-09,46,84,17,5,0,0,7.18,216000,11.7,39.0,17,3,5.63,6.12,473.0,2.56,3.0,0.7591,FEFO,In Stock,-3,2025-07-22,0.0223,0.9784,
SKU0599,Dairy Product 310,Dairy,C,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH4878,2025-05-05,2025-03-21,2025-06-04,127,275,39,24,0,1,38.0,1084,7.24,403.0,137,7,2.13,1.97,584.4,4.15,13.0,0.7798999999999999,FEFO,Low Stock,-1,2025-07-19,-0.029500000000000002,0.7142000000000001,
SKU0600,Pantry Product 18,Pantry,B,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH7038,2025-05-09,2025-05-02,2030-04-21,123,93,32,4,3,0,17.58,581000,5.29,269.0,93,10,12.85,13.11,1195.4,5.67,5.0,0.8928,FEFO,Low Stock,-1,2025-06-13,0.0075,0.6481,Temperature controlled
SKU0601,Personal Product 385,Personal Care,A,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH9574,2025-04-30,2025-03-05,2026-10-07,132,375,31,65,0,1,23.36,723000,16.05,114.0,44,3,21.32,22.16,7995.23,1.87,9.0,0.7237,FIFO,In Stock,0,2025-08-09,-0.06570000000000001,0.9448000000000001,
